"Car Make","Car Model","Year","Engine Size (L)","Horsepower","Torque (lb-ft)","0-60 MPH Time (seconds)","Price (in USD)","MPG"
"Porsche","Cayenne Coupe","2024","3.0","281.25","","7.61351111111111","","19.0"
"Porsche","911 Turbo","2002","3.6","337.5","","3.03437037037037","","16.0"
"Porsche","Carrera 4 S Coupe","2005","3.6","225.0","","4.551555555555556","","18.0"
"Ferrari","F430","2005","4.3","322.5","","4.558139534883721","","12.0"
"Bentley","Bentayga EWB","2023","4.0","375.0","","5.710133333333333","","17.0"
"Ferrari","California T","2018","3.9","365.625","","2.9483760683760685","","18.0"
"Maserati","Ghibli","2021","3.0","281.25","","5.7493333333333325","","20.0"
"Ferrari","550 Maranello","1999","5.5","412.5","","3.5636363636363635","","10.0"
"Porsche","Carrera 2 Cabriolet","2003","3.6","225.0","","4.791111111111111","","19.0"
"Lamborghini","Huracan Spyder 2WD","2018","5.2","390.0","","3.769230769230769","","16.0"
"Bentley","Flying Spur","2024","6.0","562.5","","2.7309333333333328","","15.0"
"Porsche","Carrera 4 Coupe","2006","3.6","225.0","","4.551555555555556","","19.0"
"Bentley","Azure","2008","6.7","628.125","","2.2622885572139304","","11.0"
"Bentley","Azure","2009","6.7","628.125","","2.2622885572139304","","11.0"
"Porsche","911 Carrera","2019","3.0","281.25","","3.832888888888889","","25.0"
"Maserati","Quattroporte GTS","2020","3.8","356.25","","5.226666666666667","","17.0"
"Porsche","911 Targa 4","2021","3.0","281.25","","3.641244444444444","","20.0"
"Porsche","911 Turbo","2001","3.6","225.0","","4.551555555555556","","16.0"
"Maserati","Spyder Cambiocorsa/GT/90 ANV","2005","4.2","315.0","","4.666666666666667","","12.0"
"Porsche","911 Carrera 4/2","1998","3.6","225.0","","4.791111111111111","","18.0"
"Porsche","911 Carrera Cabriolet","2020","3.0","281.25","","3.832888888888889","","20.0"
"Bentley","Flying Spur Hybrid","2023","2.9","271.875","","4.52016551724138","","19.0"
"Lamborghini","Huracan Spyder 2WD","2017","5.2","390.0","","3.769230769230769","","16.0"
"Porsche","Cayman S","2018","2.5","281.25","","5.226666666666667","","22.0"
"Aston Martin","Vantage Manual","2021","4.0","450.0","","3.2666666666666666","","17.0"
"Ferrari","599 GTB Fiorano","2010","5.7","427.5","","3.4385964912280698","","12.0"
"Porsche","Cayenne S Hybrid","2012","3.0","262.5","","7.802666666666666","","21.0"
"Aston Martin","V8 Vantage","2013","4.7","352.5","","4.170212765957447","","16.0"
"Ferrari","Ferrari F355/355 F1","1998","3.5","262.5","","5.6","","11.0"
"Porsche","928 S4","1989","5.0","312.5","","3.4496","","14.0"
"Ferrari","F430","2007","4.3","322.5","","4.558139534883721","","13.0"
"Porsche","911 Targa 4S","2023","3.0","281.25","","3.641244444444444","","20.0"
"Porsche","Boxster","2004","2.7","202.5","","7.2592592592592595","","19.0"
"Bentley","Arnage RL","2008","6.7","628.125","","2.964378109452736","","11.0"
"Pininfarina","Spider","1984","2.0","150.0","","9.8","","19.0"
"Alfa Romeo","Stelvio","2024","2.0","187.5","","9.408","","25.0"
"Porsche","911 Carrera GTS Cabriolet","2024","3.0","281.25","","3.832888888888889","","19.0"
"Porsche","911 SC","1984","3.2","200.0","","5.39","","18.0"
"Ferrari","Ferrari 348 TB/TS/Spider","1994","3.4","255.0","","5.764705882352941","","13.0"
"Lamborghini","L-140/141 Gallardo","2005","5.0","375.0","","3.724","","10.0"
"Maserati","Ghibli V6 SQ4","2015","3.0","281.25","","5.4618666666666655","","18.0"
"Morgan","Plus Eight","2002","3.9","292.5","","5.0256410256410255","","17.0"
"Porsche","Carrera 4 S Kit","2003","3.6","225.0","","4.551555555555556","","18.0"
"Lamborghini","Gallardo Coupe","2010","5.2","390.0","","3.5807692307692305","","15.0"
"Ferrari","LaFerrari Aperta","2017","6.3","472.5","","2.955555555555555","","13.0"
"Porsche","911 Targa 4 GTS","2017","3.0","281.25","","3.641244444444444","","22.0"
"Porsche","911 Targa 4 GTS","2023","3.0","281.25","","3.641244444444444","","19.0"
"Porsche","Boxster","2020","2.0","225.0","","6.533333333333333","","22.0"
"Rolls-Royce","Phantom","2010","6.7","418.75","","3.861492537313433","","14.0"
"Bentley","Arnage","2000","4.4","275.0","","5.88","","12.0"
"Porsche","Boxster","2000","2.7","202.5","","7.2592592592592595","","18.0"
"Maserati","Coupe and Gransport","2005","4.2","262.5","","4.8533333333333335","","12.0"
"Lamborghini","L-140/715 Gallardo","2006","5.0","375.0","","3.724","","12.0"
"Porsche","Boxster Spyder","2016","3.8","285.0","","5.157894736842105","","20.0"
"Maserati","Levante Trofeo","2024","3.8","356.25","","6.0106666666666655","","16.0"
"Maserati","222E","1989","2.8","262.5","","4.1066666666666665","","15.0"
"Porsche","Panamera 4","2016","3.6","225.0","","7.861777777777778","","21.0"
"Aston Martin","DB9","2016","5.9","368.75","","2.9233898305084747","","15.0"
"Porsche","911 Carrera GTS","2017","3.0","281.25","","3.832888888888889","","23.0"
"Rolls-Royce","Turbo R/Turbo R(lwb)","1993","6.8","637.5","","2.5364705882352943","","11.0"
"Aston Martin","Lagonda","1985","5.3","331.25","","3.8460377358490567","","8.0"
"Porsche","911 Targa 4","2017","3.0","281.25","","3.641244444444444","","24.0"
"Porsche","718 Cayman GT4","2020","4.0","300.0","","4.9","","19.0"
"Porsche","911 Carrera 4S Cabriolet","2016","3.8","237.5","","4.312","","21.0"
"Rolls-Royce","Turbo R/Rl Bklds Turbo/LWB","1995","6.8","637.5","","2.5364705882352943","","11.0"
"Porsche","911 Carrera","1999","3.4","212.5","","5.0729411764705885","","18.0"
"Ferrari","Purosangue","2024","6.5","406.25","","5.270892307692307","","12.0"
"Porsche","718 Cayman S","2021","2.5","281.25","","5.226666666666667","","21.0"
"Lamborghini","Aventador Roadster","2022","6.5","487.5","","2.864615384615385","","11.0"
"Porsche","Boxster","2013","2.7","202.5","","7.2592592592592595","","25.0"
"Porsche","911 Turbo S Cabriolet","2013","3.8","356.25","","3.0259649122807017","","19.0"
"Ferrari","575","2002","5.7","427.5","","3.4385964912280698","","11.0"
"Porsche","911 Carrera S","2019","3.0","281.25","","3.832888888888889","","24.0"
"Porsche","911 Carrera 4S","2024","3.0","281.25","","3.641244444444444","","20.0"
"Porsche","Boxster GTS","2015","3.4","255.0","","5.764705882352941","","25.0"
"Porsche","Cayenne Turbo","2012","4.8","450.0","","4.551555555555556","","17.0"
"Rolls-Royce","Ghost EWB","2020","6.6","618.75","","3.009292929292929","","14.0"
"Rolls-Royce","Dawn Black Badge","2021","6.6","618.75","","2.2965656565656567","","14.0"
"Porsche","Cayenne S Coupe","2021","2.9","271.875","","7.876045977011494","","19.0"
"Porsche","911 R","2016","4.0","250.0","","4.312","","16.0"
"Pagani","Huayra","2018","6.0","675.0","","2.177777777777778","","13.0"
"Rolls-Royce","Phantom","2024","6.7","628.125","","2.964378109452736","","14.0"
"Maserati","Karif","1990","2.8","315.0","","4.666666666666667","","14.0"
"Porsche","Cayenne","2007","3.6","225.0","","9.103111111111112","","16.0"
"Ferrari","612 Scaglietti","2009","5.7","356.25","","4.538947368421053","","12.0"
"Bentley","Arnage","2003","6.8","637.5","","2.5364705882352943","","11.0"
"Ferrari","812 Competizione A","2023","6.5","487.5","","3.0153846153846153","","14.0"
"Lamborghini","Aventador Countach","2022","6.5","487.5","","2.864615384615385","","11.0"
"Bentley","Brooklands","2009","6.7","628.125","","2.2622885572139304","","11.0"
"Pagani","Huayra","2023","6.0","675.0","","2.177777777777778","","12.0"
"Porsche","Carrera 2 Cabriolet Kit","2005","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","Carrera 4 S Cabriolet","2005","3.6","225.0","","4.551555555555556","","18.0"
"Porsche","Targa","2003","3.6","225.0","","4.791111111111111","","19.0"
"Rolls-Royce","Phantom Drophead Coupe","2008","6.7","418.75","","3.3934328358208954","","14.0"
"Ferrari","488 Spider","2017","3.9","438.75","","3.35042735042735","","18.0"
"Porsche","911 Carrera 4 GTS","2019","3.0","281.25","","3.641244444444444","","21.0"
"Maserati","Levante S","2020","3.0","281.25","","7.61351111111111","","17.0"
"Rolls-Royce","Ghost","2020","6.6","618.75","","3.009292929292929","","14.0"
"Lamborghini","Aventador Sian Coupe","2021","6.5","487.5","","2.864615384615385","","10.0"
"Porsche","924 S","1988","2.5","156.25","","6.8992","","21.0"
"Porsche","911 Carrera 4 GTS Cabriolet","2023","3.0","281.25","","3.641244444444444","","19.0"
"Porsche","911 Carrera 4 GTS","2017","3.0","281.25","","3.641244444444444","","21.0"
"Alfa Romeo","4C","2018","1.8","202.5","","7.2592592592592595","","28.0"
"Alfa Romeo","164","1994","3.0","187.5","","7.9576","","16.0"
"Aston Martin","DB11 V8","2020","4.0","375.0","","2.8746666666666663","","20.0"
"Lotus","Elan","1993","1.6","180.0","","8.575000000000001","","23.0"
"Porsche","718 Cayman","2024","2.0","225.0","","6.533333333333333","","22.0"
"Maserati","Quattroporte Trofeo","2021","3.8","356.25","","5.226666666666667","","16.0"
"Porsche","Carrera 2 Coupe Kit","2003","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","718 Boxster GTS","2024","4.0","300.0","","4.9","","21.0"
"Bentley","Continental T","2001","6.8","425.0","","2.9976470588235293","","12.0"
"Lamborghini","Gallardo Coupe SL","2007","5.0","375.0","","3.92","","14.0"
"Porsche","Macan Turbo","2020","2.9","271.875","","6.506298850574713","","19.0"
"Lamborghini","Gallardo Coupe","2011","5.2","390.0","","3.5807692307692305","","16.0"
"Porsche","Carrera 2 S Cabriolet","2005","3.8","237.5","","4.538947368421053","","19.0"
"Lamborghini","DB132/Diablo","1990","5.7","427.5","","3.4385964912280698","","10.0"
"Porsche","Boxster","2005","2.7","202.5","","7.2592592592592595","","19.0"
"Porsche","911 Targa 4S","2015","3.8","237.5","","4.312","","21.0"
"Porsche","911 Carrera 4S","2016","3.8","237.5","","4.312","","21.0"
"Aston Martin","V8 Vantage","2014","4.7","352.5","","4.170212765957447","","15.0"
"Rolls-Royce","Cullinan Black Badge","2020","6.7","628.125","","2.519721393034826","","14.0"
"Porsche","Panamera Turbo S e-Hybrid Executive","2020","4.0","375.0","","3.773653333333333","","20.0"
"Porsche","Boxster S","2006","3.2","240.0","","6.125","","20.0"
"Porsche","Cayenne S","2013","4.8","300.0","","7.137666666666667","","18.0"
"Lotus","Elise/Exige","2010","1.8","189.0","","7.777777777777778","","22.0"
"Aston Martin","Saloon/Vantage/Volante","1984","5.3","331.25","","3.8460377358490567","","9.0"
"Bentley","Flying Spur","2018","6.0","562.5","","2.7309333333333328","","14.0"
"Lamborghini","Aventador Roadster","2020","6.5","487.5","","2.864615384615385","","11.0"
"Ferrari","812 GTS","2023","6.5","487.5","","3.0153846153846153","","13.0"
"Porsche","911 Targa","2002","3.6","225.0","","4.791111111111111","","19.0"
"Maserati","Ghibli Trofeo","2022","3.8","356.25","","4.538947368421053","","16.0"
"Ferrari","599 SA Aperta","2011","5.9","442.5","","3.3220338983050843","","12.0"
"Aston Martin","DB9 Volante Manual","2007","5.9","368.75","","2.9233898305084747","","12.0"
"Porsche","911 Carrera S","2022","3.0","281.25","","3.832888888888889","","20.0"
"Porsche","911 Targa 4 GTS","2016","3.8","237.5","","4.312","","21.0"
"Maserati","Ghibli Modena AWD","2024","3.0","281.25","","5.4618666666666655","","20.0"
"Porsche","Boxster S","2005","3.2","240.0","","6.125","","20.0"
"Lamborghini","Huracan Spyder 2WD","2019","5.2","390.0","","3.769230769230769","","15.0"
"Maserati","Levante S","2018","3.0","281.25","","7.61351111111111","","16.0"
"Porsche","Panamera 4S ST","2019","2.9","271.875","","6.506298850574713","","20.0"
"Porsche","911 Speedster","2019","4.0","300.0","","4.9","","16.0"
"Lamborghini","Aventador Coupe","2020","6.5","487.5","","2.864615384615385","","11.0"
"Rolls-Royce","Ghost Extended","2023","6.7","628.125","","2.8161592039800993","","14.0"
"Rolls-Royce","Ghost","2017","6.6","618.75","","3.009292929292929","","14.0"
"Aston Martin","DBS","2020","5.2","487.5","","2.2112820512820512","","17.0"
"Porsche","718 Boxster S","2022","2.5","281.25","","5.226666666666667","","21.0"
"Alfa Romeo","Milano","1987","2.5","156.25","","8.1536","","18.0"
"Porsche","911 GTS","2011","3.8","237.5","","4.538947368421053","","20.0"
"Porsche","Carrera 2 Coupe","2008","3.6","225.0","","4.791111111111111","","20.0"
"Porsche","928 S","1984","4.7","293.75","","3.6697872340425537","","15.0"
"Maserati","Quattroporte","2010","4.7","293.75","","6.338723404255319","","14.0"
"Rolls-Royce","Phantom Coupe","2012","6.7","418.75","","3.3934328358208954","","14.0"
"Porsche","Panamera","2012","3.6","225.0","","8.275555555555556","","21.0"
"Porsche","Turbo","2003","3.6","337.5","","3.03437037037037","","16.0"
"Porsche","Boxster GTS","2018","2.5","281.25","","5.226666666666667","","22.0"
"Porsche","Cayenne GTS Coupe","2023","4.0","375.0","","5.710133333333333","","17.0"
"Aston Martin","Vantage GT","2015","4.7","352.5","","4.170212765957447","","16.0"
"Bentley","Continental GT3-R","2015","4.0","450.0","","3.103333333333333","","17.0"
"Rolls-Royce","Phantom EWB","2007","6.7","418.75","","3.861492537313433","","14.0"
"Porsche","Carrera 2 Cabriolet Kit","2004","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","Panamera Turbo S e-Hybrid Executive","2019","4.0","375.0","","3.773653333333333","","20.0"
"Porsche","Panamera Turbo S e-Hybrid ST","2019","4.0","375.0","","3.773653333333333","","20.0"
"Spyker","C8 Aileron","2011","4.2","315.0","","4.666666666666667","","17.0"
"Alfa Romeo","Giulia","2020","2.0","187.5","","8.624","","27.0"
"Porsche","911 Turbo S Cabriolet","2021","3.7","346.875","","2.95236036036036","","17.0"
"Porsche","Panamera Turbo S ST","2021","4.0","375.0","","4.717066666666666","","17.0"
"Porsche","Boxster S","2012","3.4","255.0","","5.764705882352941","","21.0"
"Porsche","911 Carrera 4","2019","3.0","281.25","","3.641244444444444","","24.0"
"Porsche","Cayman GTS","2015","3.4","255.0","","5.764705882352941","","25.0"
"Ferrari","599 GTB Fiorano","2008","5.9","442.5","","3.3220338983050843","","12.0"
"Porsche","Cayman","2008","2.7","202.5","","7.2592592592592595","","21.0"
"Rolls-Royce","Phantom","2007","6.7","418.75","","3.861492537313433","","14.0"
"Ferrari","FF","2016","6.3","393.75","","3.901333333333333","","13.0"
"Porsche","911 C4 GTS","2012","3.8","237.5","","4.312","","21.0"
"Porsche","911 Carrera S","2020","3.0","281.25","","3.832888888888889","","20.0"
"Rolls-Royce","Spectre (22 inch wheels)","2024","","","","","","81.0"
"Porsche","Macan Turbo","2017","3.6","337.5","","5.241185185185184","","19.0"
"Maserati","Ghibli Trofeo","2021","3.8","356.25","","4.538947368421053","","16.0"
"Porsche","911 Carrera 4S","2002","3.6","225.0","","4.551555555555556","","17.0"
"Ferrari","612 Scaglietti","2011","5.7","356.25","","4.538947368421053","","11.0"
"Lotus","Evora","2013","3.5","306.25","","3.52","","20.0"
"Rolls-Royce","Phantom Coupe","2013","6.7","418.75","","3.3934328358208954","","14.0"
"Porsche","Panamera Turbo Executive","2014","4.8","450.0","","3.930888888888889","","18.0"
"Rolls-Royce","Brooklands and (LWB)","1994","6.8","425.0","","3.804705882352941","","11.0"
"Maserati","Grecale GT","2023","2.0","187.5","","9.434133333333332","","25.0"
"Porsche","Carrera 4 S Coupe","2008","3.8","237.5","","4.312","","19.0"
"Rolls-Royce","Camargue","1984","6.8","425.0","","3.3435294117647056","","8.0"
"Bentley","Azure","2001","6.8","425.0","","2.9976470588235293","","12.0"
"Rolls-Royce","Continental","1992","6.8","425.0","","2.9976470588235293","","11.0"
"Rolls-Royce","Continental (turbo)","1995","6.8","637.5","","2.0","","11.0"
"Aston Martin","Valour","2024","5.2","585.0","","2.5128205128205128","","14.0"
"Porsche","Cayenne GTS","2009","4.8","300.0","","6.827333333333333","","15.0"
"Porsche","944","1984","2.5","156.25","","6.8992","","17.0"
"Maserati","Levante GT","2022","3.0","281.25","","7.61351111111111","","18.0"
"Porsche","911 Carrera 4S Targa","2010","3.8","237.5","","4.312","","20.0"
"Rolls-Royce","Phantom EWB","2018","6.7","628.125","","2.964378109452736","","14.0"
"Ferrari","California","2010","4.3","268.75","","4.011162790697674","","15.0"
"Porsche","911 Carrera Cabriolet","2012","3.6","225.0","","4.791111111111111","","21.0"
"Maserati","Grecale GT","2024","2.0","187.5","","9.434133333333332","","25.0"
"Porsche","Panamera 4 e-Hybrid Executive","2018","2.9","271.875","","5.205039080459771","","22.0"
"Alfa Romeo","Milano","1988","3.0","187.5","","6.794666666666667","","18.0"
"Spyker","C8 Aileron","2010","4.2","315.0","","4.666666666666667","","17.0"
"Ferrari","FF","2014","6.3","393.75","","3.901333333333333","","13.0"
"Aston Martin","DB9 Coupe Manual","2007","5.9","368.75","","2.9233898305084747","","12.0"
"Rolls-Royce","Corniche","2000","6.7","418.75","","3.0423880597014925","","12.0"
"Bentley","Continental GT","2024","6.0","562.5","","2.151644444444444","","15.0"
"Maserati","Quattroporte","2011","4.2","262.5","","7.093333333333333","","15.0"
"Porsche","911 Turbo Cabriolet","2012","3.8","356.25","","3.0259649122807017","","19.0"
"Porsche","911 GT3 RS","2016","4.0","300.0","","4.9","","17.0"
"Ferrari","488 GTB","2017","3.9","438.75","","3.35042735042735","","18.0"
"Porsche","Cayenne e-Hybrid","2019","3.0","281.25","","6.090808888888888","","21.0"
"Maserati","Biturbo","1985","2.5","234.375","","5.435733333333333","","14.0"
"Porsche","911 Carrera S Cabriolet","2011","3.8","237.5","","4.538947368421053","","21.0"
"Lamborghini","DB132/Diablo","1992","5.7","427.5","","3.266666666666666","","10.0"
"Aston Martin","DB9","2010","5.9","368.75","","2.9233898305084747","","15.0"
"Aston Martin","V12 Vantage S","2017","6.0","450.0","","3.2666666666666666","","14.0"
"Ferrari","488 GTB","2018","3.9","438.75","","3.35042735042735","","18.0"
"Lotus","98 Esprit V8","1998","3.5","393.75","","3.733333333333333","","16.0"
"Porsche","928 S4","1990","5.0","312.5","","3.4496","","14.0"
"Porsche","944 S2","1990","3.0","187.5","","5.7493333333333325","","18.0"
"Alfa Romeo","164","1991","3.0","187.5","","7.9576","","19.0"
"Bentley","Continental R","1998","6.7","628.125","","2.2622885572139304","","12.0"
"Ferrari","FF","2015","6.3","393.75","","3.901333333333333","","13.0"
"Maserati","Spyder","1991","2.8","315.0","","4.666666666666667","","15.0"
"Bentley","Continental Supersports Convertible","2018","6.0","562.5","","2.151644444444444","","14.0"
"Porsche","911 Carrera 4S Cabriolet","2020","3.0","281.25","","3.641244444444444","","20.0"
"Rolls-Royce","Continental R","1996","6.8","637.5","","2.2290196078431372","","12.0"
"Porsche","Panamera 4 ST","2020","3.0","281.25","","6.289422222222221","","22.0"
"Rolls-Royce","Phantom","2021","6.7","628.125","","2.964378109452736","","14.0"
"Bentley","Continental GT Convertible","2021","6.0","562.5","","2.0","","15.0"
"Porsche","911 Carrera Cabriolet","2010","3.6","225.0","","4.791111111111111","","21.0"
"Aston Martin","Rapide","2010","5.9","368.75","","3.454915254237288","","15.0"
"Porsche","Boxster","2008","2.7","202.5","","7.2592592592592595","","22.0"
"Bentley","Bentayga","2020","6.0","562.5","","3.806755555555555","","14.0"
"Porsche","Boxster","2010","2.9","217.5","","6.758620689655172","","22.0"
"Aston Martin","V12 Vantage","2011","5.9","442.5","","3.3220338983050843","","13.0"
"Rolls-Royce","Silver Spur III Limousine","1995","6.8","425.0","","4.381176470588235","","11.0"
"Ferrari","456 MGT/MGA","2000","5.5","343.75","","3.7061818181818182","","11.0"
"Porsche","Cayenne S","2023","2.9","271.875","","7.876045977011494","","18.0"
