Make,Model,Year,Fuel Type,MPG Data,Combined Mpg For Fuel Type1,Co2  Tailpipe For Fuel Type1,Engine displacement
Chevrolet,Tahoe 1500 4WD,2002,Gasoline or E85,Y,14,634.7857142857143,5.3
Chrysler,300/SRT-8,2010,Regular,Y,19,467.7368421052632,5.7
Hyundai,Veloster,2012,Regular,Y,30,296.23333333333335,1.6
Toyota,Yaris,2012,Regular,Y,33,269.3030303030303,1.5
Toyota,Sienna AWD,2012,Regular,Y,19,467.7368421052632,3.5
Volvo,V70 FWD,2004,Premium,Y,21,423.1904761904762,2.5
Dodge,Ram 1500 Pickup 4WD,2006,Regular,Y,14,634.7857142857143,4.7
Chevrolet,Silverado Classic 1500 4WD,2007,Regular,Y,15,592.4666666666667,5.3
BMW,X3 3.0si,2008,Premium,Y,20,444.35,3.0
Saturn,L100/200,2002,Regular,Y,24,370.2916666666667,2.2
Chrysler,PT Cruiser,2003,Premium,Y,21,423.1904761904762,2.4
Saturn,Relay FWD,2005,Regular,Y,18,493.72222222222223,3.5
Hyundai,Santa Fe Hybrid,2023,Regular,Y,32,283.0,1.6
BMW,335i xDrive,2009,Premium,Y,19,467.7368421052632,3.0
Pontiac,Grand Prix,2001,Regular,Y,21,423.1904761904762,3.1
Dodge,Intrepid,2001,Regular,Y,20,444.35,2.7
Porsche,911 Carrera,2002,Premium,Y,19,467.7368421052632,3.6
Toyota,Tacoma 2WD,2019,Regular,Y,21,431.0,3.5
Volkswagen,Passat Wagon 4motion,2002,Premium,Y,19,467.7368421052632,2.8
Mazda,3 5-Door,2017,Regular,Y,30,294.0,2.5
Ford,Ranger 2WD,2011,Regular,Y,24,370.2916666666667,2.3
Chevrolet,Equinox FWD,2015,Regular,Y,26,347.0,2.4
Chevrolet,Tahoe Hybrid 2WD,2008,Regular,Y,21,423.1904761904762,6.0
Ford,Focus,2001,Regular,Y,24,370.2916666666667,2.0
Mercedes-Benz,CLK320,2002,Premium,Y,20,444.35,3.2
BMW,323i,2000,Premium,Y,20,444.35,2.5
Cadillac,DeVille,2003,Regular,Y,19,467.7368421052632,4.6
Subaru,Legacy/Outback Wagon AWD,2003,Premium,Y,19,467.7368421052632,3.0
Mazda,6,2019,Regular,Y,26,335.0,2.5
Tesla,Model Y AWD,2023,Electricity,Y,123,0.0,
Subaru,XV Crosstrek AWD,2014,Regular,Y,25,349.0,2.0
Mitsubishi,Outlander Sport 4WD,2015,Regular,Y,24,360.0,2.4
BMW,X5 xDrive35d,2016,Diesel,Y,25,401.0,3.0
BMW,330ci Convertible,2004,Premium,Y,19,467.7368421052632,3.0
Toyota,RAV4 2WD,2007,Regular,Y,23,386.39130434782606,2.4
Saab,9-5,2002,Premium,Y,21,423.1904761904762,2.3
BMW,540i,2000,Premium,Y,18,493.72222222222223,4.4
Toyota,Camry,2001,Regular,Y,24,370.2916666666667,2.2
Ford,F150 Pickup 2WD,2002,Regular,Y,16,555.4375,4.6
Mazda,CX-5 4WD,2018,Regular,Y,26,335.0,2.5
Subaru,Legacy AWD,2020,Regular,Y,30,295.0,2.5
Audi,Q5,2014,Premium or E85,Y,22,395.0,2.0
Toyota,Tundra 4WD FFV,2015,Gasoline or E85,Y,15,600.0,5.7
Volkswagen,Passat 4motion,2004,Premium,Y,19,467.7368421052632,2.8
Dodge,Caravan/Grand Caravan 2WD,2000,Regular,Y,19,467.7368421052632,3.3
Buick,LaCrosse,2011,Regular,Y,20,444.35,3.6
Jeep,Liberty 4WD,2012,Regular,Y,17,522.7647058823529,3.7
Chevrolet,Equinox FWD,2018,Diesel,Y,32,319.0,1.6
Hyundai,Ioniq Blue,2019,Regular,Y,58,154.0,1.6
Kia,Niro Touring,2019,Regular,Y,43,207.0,1.6
Volkswagen,Taos,2022,Regular,Y,31,286.0,1.5
Mazda,3 DI 4-Door,2013,Regular,Y,30,293.0,2.0
Ram,1500 2WD,2014,Midgrade,Y,17,513.0,5.7
Ford,Taurus FWD,2011,Regular,Y,22,403.95454545454544,3.5
Honda,Pilot 4WD,2012,Regular,Y,20,444.35,3.5
Chrysler,200,2015,Regular,Y,23,388.0,3.6
BMW,X3 sDrive 28i,2016,Premium,Y,24,375.0,2.0
GMC,Acadia AWD,2016,Regular,Y,17,518.0,3.6
Chevrolet,HHR FWD,2007,Premium,Y,23,386.39130434782606,2.4
Pontiac,Vibe AWD,2003,Regular,Y,25,355.48,1.8
Honda,Fit,2017,Regular,Y,36,247.0,1.5
Infiniti,QX56 4WD,2010,Premium,Y,14,634.7857142857143,5.6
Honda,Civic,2001,Regular,Y,29,306.44827586206895,1.7
Volkswagen,Jetta,2002,Regular,Y,20,444.35,2.8
GMC,Yukon Denali 1500 AWD,2011,Gasoline or E85,Y,15,592.4666666666667,6.2
Fisker,Karma,2012,Premium Gas or Electricity,Y,20,169.0,2.0
Volkswagen,Jetta SportWagen,2009,Diesel,Y,32,318.0,2.0
Hyundai,Santa Fe 2WD,2011,Regular,Y,22,403.95454545454544,3.5
smart,fortwo coupe,2012,Premium,Y,36,246.86111111111111,1.0
Ford,F150 Pickup 4WD FFV,2013,Gasoline or E85,Y,16,558.0,5.0
Nissan,Frontier 4WD,2014,Regular,Y,17,515.0,4.0
Ford,Edge FWD,2012,Regular,Y,24,370.2916666666667,2.0
Honda,Accord,2014,Regular,Y,24,364.0,3.5
Volkswagen,Jetta,2015,Regular,Y,29,302.0,1.8
Volkswagen,Jetta,2016,Regular,Y,27,327.0,2.0
Kia,Stinger RWD,2018,Premium,Y,20,446.0,3.3
Ford,Edge AWD,2021,Regular,Y,23,380.0,2.0
Dodge,Challenger,2017,Regular,Y,23,389.0,3.6
Ford,F150 Pickup 4WD,2021,Regular,Y,20,445.0,3.5
Subaru,Impreza Wagon AWD,2013,Premium,Y,21,426.0,2.5
BMW,X1 xDrive28i,2014,Premium,Y,26,346.0,2.0
GMC,Sierra 1500 4WD,2004,Regular,Y,15,592.4666666666667,4.8
Toyota,RAV4 4WD,2004,Regular,Y,21,423.1904761904762,2.4
Ford,Escape 2WD,2005,Regular,Y,21,423.1904761904762,2.3
Nissan,Sentra,2006,Regular,Y,23,386.39130434782606,2.5
Chevrolet,Impala,2006,Regular,Y,20,444.35,3.9
Hyundai,Elantra,2007,Regular,Y,28,317.39285714285717,2.0
Mazda,CX-9 2WD,2007,Regular,Y,18,493.72222222222223,3.5
BMW,335ci Convertible,2008,Premium,Y,20,444.35,3.0
Nissan,Xterra V6 2WD,2000,Regular,Y,16,555.4375,3.3
BMW,Z4 Roadster,2003,Premium,Y,20,444.35,3.0
Ford,Escape AWD,2019,Regular,Y,24,370.0,1.5
Toyota,Highlander Hybrid,2022,Regular,Y,36,245.0,2.5
Subaru,Outback Wagon AWD,2011,Regular,Y,24,370.2916666666667,2.5
Volkswagen,Routan,2011,Gasoline or E85,Y,20,444.35,3.6
Chevrolet,Silverado K15 4WD,2009,Regular,Y,16,555.4375,5.3
BMW,540i Sport Wagon,2002,Premium,Y,16,555.4375,4.4
Acura,MDX,2002,Premium,Y,17,522.7647058823529,3.5
Ford,Taurus AWD,2015,Regular,Y,20,450.0,3.5
Toyota,Camry,2016,Regular,Y,28,313.0,2.5
GMC,Yukon XL 1500 4WD,2003,Regular,Y,13,683.6153846153846,5.3
Hyundai,Accent,2009,Regular,Y,29,306.44827586206895,1.6
Audi,A4 quattro,2000,Premium,Y,20,444.35,1.8
Volkswagen,Jetta,2003,Regular,Y,24,370.2916666666667,2.0
Jeep,Wrangler Unlimited 4WD,2018,Regular,Y,18,504.0,3.6
Volkswagen,Passat Wagon,2005,Premium,Y,20,444.35,2.8
MINI,Cooper S,2006,Premium,Y,24,370.2916666666667,1.6
Volkswagen,Beetle Convertible,2015,Regular,Y,27,330.0,1.8
Ford,F150 RAPTOR 4WD,2018,Regular,Y,16,546.0,3.5
Kia,Optima Plug-in Hybrid,2020,Regular Gas and Electricity,Y,41,97.0,2.0
Hyundai,Accent/Brio,2000,Regular,Y,26,341.8076923076923,1.5
Ford,F150 Pickup 2WD,2000,Regular,Y,16,555.4375,4.6
Ford,Mustang,2001,Regular,Y,20,444.35,3.8
Toyota,Celica,2001,Premium,Y,23,386.39130434782606,1.8
Mercury,Grand Marquis,2001,Regular,Y,18,493.72222222222223,4.6
Dodge,Journey AWD,2018,Regular,Y,19,470.0,3.6
Toyota,Yaris iA,2018,Regular,Y,35,249.0,1.5
Toyota,Corolla,2016,Regular,Y,31,284.0,1.8
Nissan,Murano AWD,2016,Regular,Y,24,378.0,3.5
Audi,A4 quattro,2017,Premium,Y,27,330.0,2.0
Mazda,RX-8,2004,Premium,Y,18,493.72222222222223,1.3
Dodge,Dakota Pickup 4WD,2004,Regular,Y,14,634.7857142857143,4.7
Porsche,Carrera 2 Coupe,2005,Premium,Y,19,467.7368421052632,3.6
Honda,CR-V 2WD,2007,Regular,Y,23,386.39130434782606,2.4
Dodge,Stratus 4 Door,2001,Regular,Y,21,423.1904761904762,2.7
MINI,Cooper S Countryman All4,2012,Premium,Y,26,341.8076923076923,1.6
Nissan,Rogue FWD,2012,Regular,Y,25,355.48,2.5
GMC,Sierra 4WD AT4,2020,Premium,Y,17,515.0,6.2
Porsche,Boxster,2000,Premium,Y,20,444.35,2.7
Ford,Ranger 2WD FFV,2000,Gasoline or E85,Y,17,522.7647058823529,3.0
BMW,330ci Convertible,2001,Premium,Y,20,444.35,3.0
Audi,Allroad,2002,Premium,Y,16,555.4375,2.7
Honda,Civic Hybrid,2003,Regular,Y,41,216.7560975609756,1.3
Ford,Taurus FWD,2012,Regular,Y,21,423.1904761904762,3.5
Audi,A7 quattro,2013,Premium,Y,21,418.0,3.0
Dodge,Grand Caravan,2013,Regular,Y,20,445.0,3.6
Mercedes-Benz,S430,2006,Premium,Y,19,467.7368421052632,4.3
Volkswagen,Passat,2009,Premium,Y,23,386.39130434782606,2.0
Subaru,Impreza 5-Door,2018,Regular,Y,31,282.0,2.0
Ford,Edge AWD,2022,Regular,Y,23,388.0,2.0
Honda,Ridgeline Truck 4WD,2012,Regular,Y,17,522.7647058823529,3.5
Dodge,Charger AWD,2013,Gasoline or E85,Y,21,415.0,3.6
Toyota,Tacoma 2WD,2014,Regular,Y,19,468.0,4.0
Nissan,Frontier 2WD,2014,Regular,Y,18,488.0,4.0
Nissan,Leaf,2015,Electricity,Y,114,0.0,
Kia,Forte,2021,Regular,Y,28,326.0,1.6
Chevrolet,Malibu,2011,Gasoline or E85,Y,26,341.8076923076923,2.4
Kia,Sportage FE FWD,2017,Regular,Y,26,351.0,2.4
Volkswagen,Jetta,2000,Diesel,Y,33,308.4848484848485,1.9
Ford,Focus SFE FWD FFV,2012,Gasoline or E85,Y,32,277.71875,2.0
Chevrolet,Impala,2013,Regular,Y,22,414.0,3.6
Nissan,Pathfinder 4WD,2003,Regular,Y,15,592.4666666666667,3.5
Mitsubishi,Endeavor,2004,Premium,Y,17,522.7647058823529,3.8
Suzuki,Aerio SX AWD,2005,Regular,Y,23,386.39130434782606,2.3
Land Rover,LR3,2006,Regular,Y,14,634.7857142857143,4.4
Scion,xD,2009,Regular,Y,29,306.44827586206895,1.8
Toyota,Tacoma 2WD,2001,Regular,Y,20,444.35,2.4
Jeep,Wrangler 4WD,2002,Regular,Y,14,634.7857142857143,4.0
Honda,Civic 4Dr,2018,Regular,Y,34,257.0,2.0
Honda,CR-V Hybrid AWD,2021,Regular,Y,38,234.0,2.0
Polestar,2 Dual Motor Perf Pack,2023,Electricity,Y,100,0.0,
Mazda,Tribute 4WD,2001,Regular,Y,18,493.72222222222223,3.0
Toyota,Sequoia 4WD,2001,Regular,Y,14,634.7857142857143,4.7
Ford,Escape 2WD,2002,Regular,Y,22,403.95454545454544,2.0
Subaru,Legacy AWD,2014,Regular,Y,20,438.0,3.6
BMW,535d,2014,Diesel,Y,30,342.0,3.0
Hyundai,Sonata Hybrid Limited,2015,Regular,Y,37,245.0,2.4
BMW,535d,2016,Diesel,Y,30,335.0,3.0
Chrysler,Sebring 4 Door,2005,Regular,Y,22,403.95454545454544,2.4
Honda,Pilot FWD,2020,Regular,Y,23,388.0,3.5
Dodge,Avenger,2010,Regular,Y,24,370.2916666666667,2.4
Dodge,Grand Caravan,2011,Gasoline or E85,Y,20,444.35,3.6
Volvo,S60 FWD,2004,Premium,Y,22,403.95454545454544,2.4
Audi,A4,2005,Premium,Y,23,386.39130434782606,1.8
Volkswagen,Touareg,2008,Premium,Y,16,555.4375,3.6
Honda,Civic,2008,Regular,Y,29,306.44827586206895,1.8
Chevrolet,Aveo,2009,Regular,Y,28,317.39285714285717,1.6
Kia,Optima,2002,Regular,Y,18,493.72222222222223,2.7
Jeep,Wrangler 4WD,2002,Regular,Y,15,592.4666666666667,4.0
Suzuki,Aerio SX,2003,Regular,Y,25,355.48,2.0
Mercedes-Benz,AMG GLA45 4matic,2019,Premium,Y,25,361.0,2.0
Honda,CR-V Hybrid AWD,2022,Regular,Y,38,234.0,2.0
BMW,535i Gran Turismo,2014,Premium,Y,22,405.0,3.0
Subaru,Impreza Wagon AWD,2015,Regular,Y,28,318.0,2.0
Honda,Element 2WD,2003,Regular,Y,21,423.1904761904762,2.4
Mitsubishi,Lancer,2004,Regular,Y,22,403.95454545454544,2.4
Ford,F150 Pickup 4WD,2005,Regular,Y,14,634.7857142857143,4.6
Subaru,Outback Wagon AWD,2005,Regular,Y,22,403.95454545454544,2.5
Kia,Sportage 4WD,2005,Regular,Y,21,423.1904761904762,2.0
Mercedes-Benz,C280 4matic,2006,Premium,Y,20,444.35,3.0
Subaru,Outback AWD,2006,Regular,Y,22,403.95454545454544,2.5
Mercedes-Benz,SLK350,2007,Premium,Y,19,467.7368421052632,3.5
Pontiac,G6,2009,Regular,Y,25,355.48,2.4
Lexus,IS 250,2009,Premium,Y,24,370.2916666666667,2.5
Ford,Fusion FWD,2010,Regular,Y,21,423.1904761904762,3.5
Ford,Fusion Energi Plug-in Hybrid,2017,Regular Gas and Electricity,Y,42,112.0,2.0
Toyota,RAV4 4WD,2004,Regular,Y,22,403.95454545454544,2.4
Pontiac,G6,2006,Regular,Y,19,467.7368421052632,3.9
Subaru,Outback AWD,2006,Premium,Y,20,444.35,3.0
Kia,Soul,2018,Regular,Y,28,320.0,1.6
Ford,Focus,2002,Regular,Y,25,355.48,2.0
Lexus,IS 300,2002,Premium,Y,19,467.7368421052632,3.0
Mercedes-Benz,S500 4matic,2003,Premium,Y,16,555.4375,5.0
Ford,Taurus,2004,Regular,Y,20,444.35,3.0
Mazda,B2300 2WD,2004,Regular,Y,21,423.1904761904762,2.3
Mazda,6,2005,Regular,Y,20,444.35,3.0
Chevrolet,Silverado 2500 HD 4WD CNG,2005,CNG,Y,9,781.1111111111111,6.0
Dodge,Charger,2006,Regular,Y,18,493.72222222222223,5.7
BMW,X3 3.0si,2007,Premium,Y,20,444.35,3.0
Cadillac,CTS AWD,2008,Regular,Y,20,444.35,3.6
BMW,X7 xDrive40i,2021,Premium,Y,21,412.0,3.0
Mercedes-Benz,SLK250,2013,Premium,Y,26,342.0,1.8
Mercedes-Benz,ML63 AMG,2009,Premium,Y,12,740.5833333333334,6.2
Honda,Odyssey,2000,Regular,Y,19,467.7368421052632,3.5
Isuzu,Hombre Pickup 2WD (FFV),2001,Gasoline or E85,Y,22,403.95454545454544,2.2
Buick,Encore,2017,Regular,Y,28,313.0,1.4
Mitsubishi,Endeavor 2WD,2005,Premium,Y,18,493.72222222222223,3.8
Dodge,Dakota Pickup 4WD,2006,Regular,Y,15,592.4666666666667,4.7
GMC,Yukon Denali 1500 AWD,2007,Premium,Y,14,634.7857142857143,6.2
Ford,Explorer 4WD,2008,Regular,Y,15,592.4666666666667,4.6
Toyota,Sienna 4WD,2010,Regular,Y,18,493.72222222222223,3.5
Nissan,Sentra,2000,Regular,Y,24,370.2916666666667,2.0
Ford,EcoSport FWD,2019,Regular,Y,28,316.0,1.0
Toyota,Camry XLE/XSE,2020,Regular,Y,31,284.0,2.5
Toyota,Tacoma 4WD D-CAB MT TRD-ORP/PRO,2020,Regular,Y,18,483.0,3.5
BMW,128i,2010,Premium,Y,22,403.95454545454544,3.0
Ford,Explorer FWD,2012,Regular,Y,23,386.39130434782606,2.0
Hyundai,Santa Fe 4WD,2003,Regular,Y,18,493.72222222222223,2.7
Mazda,3 4-Door 2WD,2022,Regular,Y,30,300.0,2.5
Ford,Taurus Wagon,2003,Gasoline or E85,Y,19,467.7368421052632,3.0
Jaguar,Vdp 4.2 Litre,2004,Premium,Y,19,467.7368421052632,4.2
Suzuki,Aerio SX,2005,Regular,Y,24,370.2916666666667,2.3
Nissan,Titan 2WD,2005,Regular,Y,14,634.7857142857143,5.6
Dodge,Dakota Pickup 4WD,2005,Regular,Y,15,592.4666666666667,3.7
Honda,Insight,2006,Regular,Y,52,170.90384615384616,1.0
Pontiac,GTO,2006,Premium,Y,16,555.4375,6.0
BMW,530xi,2006,Premium,Y,20,444.35,3.0
Toyota,Matrix AWD,2006,Regular,Y,25,355.48,1.8
GMC,Sierra 1500 2WD,2006,Regular,Y,16,555.4375,5.3
Pontiac,Solstice,2007,Premium,Y,22,403.95454545454544,2.0
Nissan,350z,2008,Premium,Y,20,444.35,3.5
Toyota,Matrix,2009,Regular,Y,24,370.2916666666667,2.4
Cadillac,CTS AWD,2009,Regular,Y,20,444.35,3.6
Jeep,Wrangler 4WD,2001,Regular,Y,17,522.7647058823529,2.5
Kia,Sportage 4WD,2001,Regular,Y,18,493.72222222222223,2.0
Mazda,3,2004,Regular,Y,26,341.8076923076923,2.0
Chevrolet,Cobalt,2006,Premium,Y,25,355.48,2.4
Volkswagen,Passat,2007,Premium,Y,22,403.95454545454544,2.0
BMW,328xi Sport Wagon,2007,Premium,Y,20,444.35,3.0
Hyundai,Santa Fe Sport Ultimate FWD,2017,Regular,Y,23,396.0,2.0
Hyundai,Sonata Hybrid SE,2017,Regular,Y,42,221.0,2.0
Jeep,Wrangler Unlimited 4WD,2016,Regular,Y,18,502.0,3.6
Kia,Rio,2004,Regular,Y,25,355.48,1.6
Pontiac,Grand Prix,2004,Premium,Y,19,467.7368421052632,3.8
Volvo,V70 R AWD,2004,Premium,Y,19,467.7368421052632,2.5
Hyundai,Accent,2006,Regular,Y,28,317.39285714285717,1.6
Honda,Civic,2000,Premium,Y,25,355.48,1.6
Saturn,Ion,2003,Regular,Y,24,370.2916666666667,2.2
Hyundai,Veloster,2013,Regular,Y,28,318.0,1.6
Chevrolet,Sonic RS,2013,Regular,Y,28,321.0,1.4
Ford,Explorer 2WD FFV,2003,Gasoline or E85,Y,16,555.4375,4.0
Ford,Escape 4WD,2006,Regular,Y,20,444.35,2.3
Mazda,3,2007,Regular,Y,25,355.48,2.3
Jaguar,Vanden Plas S/C,2001,Premium,Y,16,555.4375,4.0
Toyota,Tundra 2WD,2002,Regular,Y,16,555.4375,3.4
Chevrolet,Equinox FWD,2013,Regular,Y,26,347.0,2.4
Acura,ILX,2013,Premium,Y,25,361.0,2.4
Dodge,Dart,2015,Regular,Y,27,328.0,2.4
Subaru,Outback AWD,2013,Regular,Y,24,375.0,2.5
Mitsubishi,Lancer,2013,Regular,Y,26,347.0,2.4
Ford,C-MAX Energi Plug-in Hybrid,2013,Regular Gas and Electricity,Y,38,129.0,2.0
Chevrolet,Cruze Eco,2014,Regular,Y,32,273.0,1.4
Saturn,Vue AWD,2003,Regular,Y,19,467.7368421052632,3.0
GMC,Yukon 1500 2WD,2004,Regular,Y,14,634.7857142857143,5.3
Chrysler,PT Cruiser Convertible,2006,Regular,Y,21,423.1904761904762,2.4
Ford,Escape 4WD,2007,Regular,Y,22,403.95454545454544,2.3
Mazda,3,2007,Regular,Y,26,341.8076923076923,2.0
GMC,Sierra C15 2WD,2007,Regular,Y,17,522.7647058823529,4.3
Mercedes-Benz,GL320 CDI 4matic,2007,Diesel,Y,20,509.0,3.0
Ford,Taurus FWD,2008,Regular,Y,22,403.95454545454544,3.5
Pontiac,G6,2008,Regular,Y,25,355.48,2.4
Nissan,Frontier 2WD,2009,Regular,Y,21,423.1904761904762,2.5
Dodge,Caravan/Grand Caravan 2WD,2001,Regular,Y,18,493.72222222222223,3.3
Dodge,Ram Van 1500 2WD,2002,Regular,Y,14,634.7857142857143,3.9
Ford,Expedition 2WD,2002,Regular,Y,16,555.4375,4.6
MINI,Cooper SE Hardtop 2 door,2024,Electricity,Y,110,0.0,
Mercedes-Benz,SLK320,2001,Premium,Y,19,467.7368421052632,3.2
Volkswagen,Jetta,2001,Premium,Y,24,370.2916666666667,1.8
Mercury,Monterey Wagon FWD,2004,Regular,Y,17,522.7647058823529,4.2
Ford,Escape 4WD,2009,Regular,Y,20,444.35,3.0
Volkswagen,Atlas,2019,Regular,Y,19,454.0,3.6
Lexus,ES 300h,2023,Regular,Y,44,201.0,2.5
Infiniti,G37 Coupe,2010,Premium,Y,22,403.95454545454544,3.7
Mitsubishi,Lancer,2011,Regular,Y,25,355.48,2.4
Hyundai,Santa Fe 2WD,2012,Regular,Y,23,386.39130434782606,2.4
Chevrolet,Spark,2016,Regular,Y,33,266.0,1.4
Audi,A3 e-tron,2016,Premium and Electricity,Y,35,158.0,1.4
Chrysler,Pacifica,2017,Regular,Y,22,416.0,3.6
Ford,F150 Pickup 4WD,2004,Regular,Y,14,634.7857142857143,4.6
GMC,Jimmy 4WD,2004,Regular,Y,15,592.4666666666667,4.3
Toyota,Highlander 2WD,2006,Regular,Y,22,403.95454545454544,2.4
Volvo,XC70 AWD,2006,Premium,Y,19,467.7368421052632,2.5
Nissan,Titan 4WD,2006,Gasoline or E85,Y,14,634.7857142857143,5.6
Honda,Fit,2008,Regular,Y,31,286.6774193548387,1.5
Saturn,Aura,2009,Regular,Y,20,444.35,3.6
smart,fortwo convertible,2009,Premium,Y,36,246.86111111111111,1.0
Subaru,Legacy Wagon AWD,2000,Regular,Y,21,423.1904761904762,2.5
Ford,F150 Pickup 4WD,2001,Regular,Y,15,592.4666666666667,4.6
Isuzu,Rodeo 2WD,2002,Regular,Y,17,522.7647058823529,3.2
Lexus,IS 350/IS 350C,2011,Premium,Y,22,403.95454545454544,3.5
MINI,Cooper S Clubman,2011,Premium,Y,30,296.23333333333335,1.6
Volkswagen,Jetta,2012,Regular,Y,26,341.8076923076923,2.5
Cadillac,CTS AWD,2013,Regular,Y,21,433.0,3.0
Toyota,Tundra 2WD,2013,Regular,Y,15,585.0,5.7
Hyundai,Santa Fe Sport 4WD,2014,Regular,Y,21,427.0,2.0
Toyota,Prius Plug-in Hybrid,2014,Regular Gas and Electricity,Y,50,133.0,1.8
Toyota,Tundra 4WD,2011,Regular,Y,16,555.4375,4.6
Acura,TSX,2013,Premium,Y,24,373.0,2.4
Volkswagen,New Beetle,2004,Diesel,Y,33,308.4848484848485,1.9
Subaru,Outback Wagon AWD,2005,Regular,Y,22,403.95454545454544,2.5
Chevrolet,Silverado K15 4WD,2008,Regular,Y,16,555.4375,4.8
Nissan,Sentra,2008,Regular,Y,28,317.39285714285717,2.0
Audi,A4 Avant quattro,2003,Premium,Y,18,493.72222222222223,3.0
GMC,Yukon K1500 XL 4WD,2016,Regular,Y,17,535.0,6.2
GMC,Acadia FWD,2008,Regular,Y,19,467.7368421052632,3.6
Mercedes-Benz,ML320 CDI 4matic,2008,Diesel,Y,21,484.7619047619048,3.0
Volvo,XC90 AWD,2009,Regular,Y,16,555.4375,3.2
Subaru,BRZ,2014,Premium,Y,24,363.0,2.0
Honda,S2000,2004,Premium,Y,20,444.35,2.2
Cadillac,SRX AWD,2006,Regular,Y,16,555.4375,3.6
Dodge,Charger,2007,Premium,Y,15,592.4666666666667,6.1
Nissan,Altima Coupe,2008,Premium,Y,22,403.95454545454544,3.5
Acura,MDX 4WD,2004,Premium,Y,17,522.7647058823529,3.5
Ford,E150 Econoline 2WD,2006,Regular,Y,15,592.4666666666667,4.6
Nissan,Pathfinder 4WD,2009,Premium,Y,16,555.4375,4.0
Lexus,GS 300/GS 400,2000,Premium,Y,18,493.72222222222223,4.0
Honda,Insight Touring,2020,Regular,Y,48,184.0,1.5
Subaru,WRX,2016,Premium,Y,23,385.0,2.0
Chrysler,200,2016,Regular,Y,27,326.0,2.4
Hyundai,Sonata,2004,Regular,Y,23,386.39130434782606,2.4
Audi,RS4,2007,Premium,Y,15,592.4666666666667,4.2
Mazda,3,2010,Regular,Y,25,355.48,2.5
Mazda,626,2000,Premium,Y,21,423.1904761904762,2.5
Ford,Ranger 2WD FFV,2000,Gasoline or E85,Y,18,493.72222222222223,3.0
Kia,Sorento 2WD,2009,Regular,Y,18,493.72222222222223,3.3
Honda,Civic 5Dr,2017,Regular,Y,34,260.0,1.5
Jeep,Grand Cherokee L 4WD,2021,Regular,Y,21,428.0,3.6
Nissan,Rogue FWD,2011,Regular,Y,24,370.2916666666667,2.5
Honda,Civic CNG,2001,CNG,Y,28,251.07142857142856,1.7
Audi,SQ8,2021,Premium,Y,17,522.0,4.0
Ford,F150 Pickup 4WD,2012,Regular,Y,17,522.7647058823529,3.5
Audi,Q7,2015,Diesel,Y,22,466.0,3.0
Honda,Element 2WD,2008,Regular,Y,22,403.95454545454544,2.4
Chevrolet,Avalanche 1500 2WD,2008,Gasoline or E85,Y,16,555.4375,5.3
Volkswagen,GTI,2002,Premium,Y,24,370.2916666666667,1.8
Toyota,Tacoma 2WD,2002,Regular,Y,21,423.1904761904762,2.4
Saab,9-3 Sport Sedan,2003,Regular,Y,23,386.39130434782606,2.0
Saab,9-3 Sport Sedan,2005,Premium,Y,22,403.95454545454544,2.0
Cadillac,CTS,2005,Regular,Y,19,467.7368421052632,3.6
Volvo,S80 AWD,2006,Premium,Y,20,444.35,2.5
Jeep,Liberty 4WD,2008,Regular,Y,18,493.72222222222223,3.7
Honda,Fit,2015,Regular,Y,34,261.0,1.5
Tesla,Model S (85 kW-hr battery pack),2013,Electricity,Y,89,0.0,
Saturn,Ion,2007,Regular,Y,26,341.8076923076923,2.2
Toyota,Highlander Hybrid 4WD,2007,Regular,Y,26,341.8076923076923,3.3
Audi,A4 quattro,2009,Premium,Y,23,386.39130434782606,2.0
Toyota,Camry Solara,2000,Regular,Y,23,386.39130434782606,2.2
Chevrolet,Tahoe 1500 4WD,2000,Regular,Y,14,634.7857142857143,5.3
Mitsubishi,Galant,2001,Regular,Y,21,423.1904761904762,2.4
Honda,Accord,2002,Regular,Y,24,370.2916666666667,2.3
Honda,Civic,2010,Regular,Y,29,306.44827586206895,1.8
Ford,F150 Pickup 4WD FFV,2013,Gasoline or E85,Y,18,505.0,3.7
Lexus,IS 350,2015,Premium,Y,22,401.0,3.5
Toyota,Corolla,2016,Regular,Y,30,291.0,1.8
Honda,Accord,2018,Regular,Y,26,344.0,2.0
Ford,Escape FWD,2013,Regular,Y,26,342.0,1.6
Subaru,Forester AWD,2000,Regular,Y,21,423.1904761904762,2.5
Toyota,Echo,2001,Regular,Y,32,277.71875,1.5
Ford,Focus Station Wagon,2001,Regular,Y,25,355.48,2.0
Isuzu,Trooper,2000,Regular,Y,15,592.4666666666667,3.5
Chrysler,Sebring 4 Door,2004,Regular,Y,22,403.95454545454544,2.4
Dodge,Ram 1500 Pickup 4WD,2005,Regular,Y,14,634.7857142857143,4.7
Volkswagen,New Beetle,2007,Regular,Y,23,386.39130434782606,2.5
Dodge,Caliber,2008,Regular,Y,25,355.48,2.4
Toyota,Corolla,2009,Regular,Y,25,355.48,2.4
Audi,A3 quattro,2009,Premium,Y,24,370.2916666666667,2.0
Mercury,Mariner FWD,2008,Regular,Y,20,444.35,3.0
Chevrolet,Express 1500 2WD Cargo,2013,Gasoline or E85,Y,15,598.0,5.3
Mazda,3,2013,Regular,Y,27,326.0,2.0
Volkswagen,Jetta,2000,Diesel,Y,38,267.89473684210526,1.9
